Id,Human Development Index HDI-2014,Gini coefficient 2005-2013,Adolescent birth rate 15-19 per 100k 20102015,Birth registration funder age 5 2005-2013,Carbon dioxide emissionsAverage annual growth,Carbon dioxide emissions per capita 2011 Tones,Change forest percentable 1900 to 2012,Change mobile usage 2009 2014,Consumer price index 2013,Domestic credit provided by financial sector 2013,Domestic food price level 2009 2014 index,Domestic food price level 2009-2014 volitility index,Electrification rate or population,Expected years of schooling - Years,Exports and imports percentage GPD 2013,Female Suicide Rate 100k people,Foreign direct investment net inflows percentage GDP 2013,Forest area percentage of total land area 2012,Fossil fuels percentage of total 2012,Fresh water withdrawals 2005,Gender Inequality Index 2014,General government final consumption expenditure - Annual growth 2005 2013,General government final consumption expenditure - Perce of GDP 2005-2013,Gross domestic product GDP 2013,Gross domestic product GDP percapta,Gross fixed capital formation of GDP 2005-2013,Gross national income GNI per capita - 2011  Dollars,Homeless people due to natural disaster 2005 2014 per million people,Homicide rate per 100k people 2008-2012,Infant Mortality 2013 per thousands,International inbound tourists thausands 2013,International student mobility of total tetiary enrolvemnt 2013,Internet users percentage of population 2014,Intimate or nonintimate partner violence ever experienced 2001-2011,Life expectancy at birth- years,MaleSuicide Rate 100k people,Maternal mortality ratio deaths per 100 live births 2013,Mean years of schooling - Years,Mobile phone subscriptions per 100 people 2014,Natural resource depletion,Net migration rate per 1k people 2010-2015,Physicians per 10k people,Population affected by natural desasters average annual per million people 2005-2014,Population living on degraded land Percentage 2010,Population with at least some secondary education percent 2005-2013,Pre-primary 2008-2014,Primary-2008-2014,Primary school dropout rate 2008-2014,Prison population per 100k people,Private capital flows percentage GDP 2013,Public expenditure on education Percentange GDP,Public health expenditure percentage of GDP 2013,Pupil-teacher ratio primary school pupils per teacher 2008-2014,Refugees by country of origin,Remittances inflows percentual GDP 2013,Renewable sources percentage of total 2012,Research and development expenditure  2005-2012,Secondary 2008-2014,Share of seats in parliament percentage held by womand 2014,Stock of immigrants percentage of population 2013,Taxes on income profit and capital gain 205 2013,Tertiary -2008-2014,Total tax revenue of GDP 2005-2013,Tuberculosis rate per thousands 2012,Under-five Mortality 2013 thousands
Zimbabwe,0.508747386,49.99333333,60.256,49,-2.40083028,0.738135818,-32.45804006,161,109.0794885,75.52630277,3.906666667,5.366666667,40.5,10.85084,86.44997,9.7,2.965159,38.69716945,28.29375288,7.01,0.503975903,2.67452007,20.03706449,25.09175794,1773.313226,12.9934572,1615.454099,0,10.6,55,1833,-16.65745,19.89,43.4,57.5,27.2,470,7.25,80.82,5.610965371,5.7,0.62,46023.29811,29.42090318,55.34,34.13006,109.22889,19.52912333,129,-4.726504167,1.966099977,5.887984,35.86109,19.715,14.63929567,70.29230421,0.444353334,47.20414,35.1428571,2.551243678,26.68632641,5.82592,16.76186602,33,88.5
Mauritania,0.505867208,40.46,73.303,59,1.669600356,0.623915168,-44.09638547,51.78,115.4348071,39.07701429,10.09,3.1,21.8,8.50027,133.6845,1.5,27.07925,0.225089745,72.8012596,11.82,0.610451397,2.805912291,17.00110424,11.4565896,2945.229569,37.9722876,3560.120094,362.1383398,5,67.1,0,-22.97282,10.7,38.4,63.1,4.5,320,3.77,94.2,32.59652805,-1,1.3,45968.24974,23.80440185,14.39,1.75435,97.0681,35.87207,45,-4.726504167,3.812410116,3.77143,35.37825,34.34,14.63929567,61.95584257,0.408276668,29.50327,22.1674877,2.318991846,30.12720924,5.41966,14.33495715,93,90.1
Solomon Islands,0.505637417,36.75,64.858,97.66666667,1.234110946,0.368065249,-5.258175562,577.24,119.818192,20.31017025,5.99,6.866666667,22.8,9.23701,119.1357,7.2,4.072728,78.6638085,71.43402406,18.35333333,0.407348213,13.39537801,39.19373867,1.123916946,2002.592418,13.3715075,1539.972952,113.2689377,4.3,25.1,24.4,-7.626553333,9,64,67.9,13.9,130,5.044133924,65.76,31.31964588,-4.3,2.24,19098.1028,14.40561312,23.81961667,43.38774,114.35511,25.11109,55,-3.994775,9.853710175,5.132867,20.59775,0.061,1.505488,78.00205583,0.27131,48.43961,2,1.402274643,18.15036757,4.34067,12.78618935,15,30.1
Papua New Guinea,0.505259362,37.07,62.107,97.66666667,3.155088946,0.745637979,-9.775084855,112.51,114.5951801,49.16653934,5.99,6.866666667,18.1,9.8997375,90.72695667,9.1,0.1182247,62.80439871,48.98869118,0.05,0.611274797,8.754324387,18.65204415,17.99297081,2457.632414,25.86683753,2462.837872,327.2821179,10.4,47.3,174,-7.005166667,9.38,38.16666667,62.6,15.9,220,3.95,44.93,18.69171369,0,0.53,7920.359936,17.29637544,11.12,99.81572,114.2316,24.95761667,48,-3.975502,4.970450083,4.493263,36.24174,0.221,0.0926099,86.21159243,0.458766667,40.15706,2.7027027,0.347494735,23.75561711,7.596883333,14.7978051,54,61.4
Comoros,0.503183524,64.3,51.125,87,1.879072239,0.225189085,-81.66666667,176.56,105.9509583,26.89885584,3.906666667,5.366666667,69.3,11.49734,78.23268,10.3,2.326732,1.182160129,72.8012596,7.01,0.428497323,2.199999901,16.21755588,1.028722742,1399.780848,17.7536459,1455.776688,0,10,57.9,19,-70.4945,6.98,38.4,63.3,24,350,4.601552,50.9,3.513794422,-2.8,1.46,55514.60583,22.86191836,28.32342,22.37876,102.96156,44.59307,16,-1.60501,7.608129978,5.757306,27.80796,0.528,20.02079,55.83709561,0.396520001,63.87347,3.030303,1.702369111,26.11040239,9.92064,30.28677043,6.3,77.9
Yemen,0.49811025,35.91,47.018,17,2.75479145,0.956709703,0,83.14,145.7691505,33.85979123,7.58,11,48.4,9.15499,82.07618,3,-0.3714998,1.039831809,98.50974843,168.6,0.743960448,7.537870334,13.75709418,93.53603375,3832.28474,16.3837696,3519.487289,16.87297243,4.8,40.4,990,-0.76748,22.55,39.36666667,63.8,4.3,270,2.6,68.49,7.511798859,-1.1,1.97,359.7584137,32.35370437,17.61,1.48053,101.02771,40.50239,55,0.8345503,4.560599804,5.351706,30.25279,2.514,9.296472,1.490265344,0.193126667,49.18504,0.7281553,1.289294415,19.6298133,10.28643,14.76540594,5.6,51.3
Lesotho,0.496532149,54.17,89.43,45,1.986940832,1.08410084,10.99999998,206.75,116.9270053,1.728934695,4.43,6.4,20.6,11.14094,150.6161,3.4,1.922729,1.462450593,61.06031397,9.64,0.54063891,12.28711001,37.7314128,5.172914415,2493.613734,36.7378639,3305.904662,129.7012267,38,73,433,-11.66452,11,38.4,49.8,9.2,490,5.874752222,101.9,4.517468929,-1.9,0.49,60491.40502,63.63823579,20.87199,36.85362,108.02966,43.24563,121,-1.114372,12.98200989,11.47672,32.62708,0.015,19.80645,55.83709561,0.01283,53.29364,26.7973856,0.149195094,17.37886604,10.82567,58.69140037,17,98
Togo,0.483537549,45.96,91.518,78,2.990354912,0.324076867,-60.99270073,93.73,108.1821782,35.97836179,6.81,15.5,31.5,12.23491,95.76477,2.8,1.941805,4.91266777,15.22389258,15.68333333,0.588147782,15.83308896,9.57312679,9.175073395,1345.914276,18.2591734,1228.154409,214.2435432,10.3,55.8,327,-9.39327,5.7,44.4,59.7,8.5,450,4.461511,68.97,9.19918406,-0.3,0.53,4818.397199,5.125375036,26.84598,14.36353,134.44127,36.14342,64,-0.8450595,4.013160229,8.620802,41.34921,10.295,10.60836,82.43938866,0.25349,54.94052,17.5824176,2.970170671,10.07000476,10.0423,16.39214561,8.7,84.7
Haiti,0.483373299,59.21,41.963,80,3.253228775,0.220395791,-14.31034482,73.21,121.9632319,20.44052591,9.73,3.4,37.9,8.67,71.13656,2.4,2.196131,3.606676343,21.9816894,10.33,0.602642565,16.42515865,9.14928899,17.00729398,1648.399153,27.12642773,1668.713418,948.4039948,10.2,54.7,295,-14.14841,11.4,20,62.8,3.3,380,4.8776105,64.71,1.918966532,-3.4,5.976666667,53388.37284,15.205918,28.5,69.354,106.90128,19.6887,96,-2.676350833,3.73600324,9.42383,35.51568333,38.518,21.05363,78.0183106,0.396520001,49.55328667,3.4782609,0.368898899,26.11040239,6.551443333,30.28677043,25,72.8
Rwanda,0.483240524,50.82,33.616,63,4.410447179,0.059557451,43.081761,177.52,117.0538981,8.042733376,8.62,10.5,18,10.27419,45.39474,7.2,1.472898,18.44345359,56.87910385,15.68333333,0.40047856,0.996677741,14.16529605,16.79763397,1426.366288,25.5345395,1458.039371,55.28236336,23.1,37.1,864,-5.72873,10.6,47.9,64.2,17.1,320,3.737537622,64.02,6.097024225,-0.8,0.56,368.8043342,10.14349785,8.38,13.6142,133.83036,65.25253,492,-1.478359,5.088759899,11.14239,59.81633,82.635,2.260963,80.46735958,0.25341,32.5599,57.5471698,3.84159262,25.68673822,6.90233,13.37171053,10,52
Uganda,0.482672091,44.55,126.648,30,-1.113764478,0.108085953,-40.82087982,83.62,142.7238878,16.2908071,5.2,21.8,18.2,9.76888,50.73301,12.3,4.834984,14.0713678,48.98869118,1.06,0.538090021,7.535669308,8.31430411,51.40125493,1367.823107,23.8277982,1612.57569,852.9404289,10.7,43.8,1206,7.22051,17.71,62.2,58.5,26.9,360,5.42,52.43,13.21907583,-0.8,1.17,10376.49812,23.49298444,28.7504,10.75375,107.34065,75.1622,97,-5.50284,3.279299974,9.763035,45.59109,6.688,3.771044,74.19495628,0.55794,26.86693,34.9740933,1.414094983,30.64167601,4.38132,13.00639473,13,66.1
Benin,0.47963511,43.53,90.22,80,5.495706521,0.509941159,-22.56552681,86.73,110.7131254,21.45282279,8.07,21.8,38.4,11.06991,51.77262,3.1,3.852759,39.56190138,41.70510576,5.75,0.614288578,4.16933932,11.24972588,17.89377452,1733.309399,26.2737263,1766.947029,1637.795139,8.4,56.2,231,4.32848,5.3,32.1,59.6,8.8,340,3.3,101.71,1.884748844,-0.2,0.59,13000.91232,1.643053087,19.16,19.42016,124.34341,46.7651,75,-0.913947,5.345119953,4.559738,43.72854,0.313,2.754479,56.17972479,0.53832,54.16411,8.4337349,2.269013319,16.83266705,12.36512,15.57788275,9.4,85.3
Sudan,0.47911312,35.29,83.966,59,0.039924011,0.354150545,-27.8944743,99.93,218.0366895,23.9538258,4.113333333,5.433333333,32.6,6.99558,25.70694,11.5,3.273623,23.17980219,29.51155156,71.24,0.590920502,20.90110432,7.51162664,123.9448404,3264.772978,19.9910073,3808.887883,627.0349792,11.2,51.2,591,-7.626553333,24.64,50.13333333,63.5,23,360,3.137,72.2,4.761671424,-4.3,2.8,27986.2428,39.91637429,15.15,37.85116,70.02447,20.13425,56,-3.268125,2.23167,6.538191,46.10161,657.795,0.6375519,70.48844844,0.243893333,40.7425,23.7597911,1.176649983,22.08003591,17.15376,13.54493975,22,76.6
Djibouti,0.470442735,39.96,18.622,92,-1.428301659,0.558725843,0,106.7,111.6272293,33.93019013,4.58,4.333333333,53.3,6.39402,134.2378,9.5,19.63852,0.241587575,61.06031397,9.64,0.38605805,7.964773031,25.11463704,2.533725498,2902.546245,37.4874745,3276.21724,0,10.1,57.4,63,-39.29862,10.71,31.23333333,62,20.9,230,3.843,32.39,2.277993301,-3.7,2.29,88441.99368,7.549997207,40.40914,4.04135,67.9065,15.5977,83,-0.990496,4.49022007,8.872706,33.23979,0.809,2.447619,26.75522448,0.088956667,47.72123,12.7272727,14.15196144,28.75298795,4.91985,15.77495877,76,69.6
South Sudan,0.466698864,37.07,75.286,35,3.563738895,1.380393759,-9.724267931,52.3,149,54.02913216,5.99,6.866666667,5.1,7.56,61.01515,12.8,3.043042967,31.05598002,48.98869118,1.33,0.449626509,10.93394077,23.04511386,22.19285278,1964.63464,11.8542343,2332.115216,0,13.9,64.1,0,-7.005166667,15.9,38.16666667,55.7,27.1,730,5.371240139,24.5,4.221973412,15.7,9.733333333,7597.881396,17.29637544,43.13967333,5.92251,85.72759,24.95761667,65,-3.075260833,0.72963,2.232292,49.89984,508.454,13.1724349,86.21159243,0.37121,49.59979333,24.3455497,5.573365422,19.81872994,9.63797,14.91130148,30,99.2
Senegal,0.465889127,40.31,94.404,73,2.091007155,0.589493364,-10.21800989,80.27,105.5822177,35.1050107,8.37,8.7,56.5,7.94567,73.62257,2.8,2.016379,43.59320625,53.24021517,5.75,0.528217373,-1.101903594,15.47713352,30.67030879,2170.077207,25.0553917,2188.114331,0,2.8,43.9,1063,-7.626553333,17.7,32.1,66.5,8.6,320,2.476672553,98.84,1.453273037,-1.4,0.59,12058.56728,16.19906277,10.7844,15.37131,83.61982,38.63309,64,-8.110547,5.599979877,4.249429,31.58513,21.801,11.17615,46.38948022,0.54086,41.00445,42.6666667,1.481595214,23.08064614,7.62999,19.182225,20,55.3
Afghanistan,0.46526426,27.82,86.844,37,3.344787329,0.420932656,0,97.61,127.1924302,-3.865847618,5.99,6.866666667,43,9.27439,55.40837,5.3,0.2934674,2.067824648,48.98869118,5.75,0.693350379,13.39537801,12.27059904,57.55212286,1883.763321,17.7324383,1885.32907,161.2691896,6.5,70.2,785.8333333,-5.8255,6.39,46.43333333,60.4,6.2,400,3.23,74.88,1.210582614,-2.6,2.34,17311.22789,11.02342738,18.17,0.70765,105.85978,46.79500667,76,-0.0338779,5.596006711,8.099593,44.67743,2690.775,2.646638,76.34658608,0.36971,54.31084,27.6353276,0.343974605,3.723815707,3.74394,7.471638846,37,97.3
CÌ«te d'Ivoire,0.462221997,43.19,130.256,65,-1.08256853,0.332470412,1.762864405,49.9,109.0123859,26.94299981,6.72,8.8,55.8,8.93732,91.02239,4.1,1.194357,32.71132076,21.51022569,1.84,0.678892199,8.711019437,8.41311544,63.13160516,3107.468888,17.0376137,3171.289313,52.85579602,13.6,71.3,289,0.24328,14.6,39.36666667,51.5,10.6,720,4.26,106.25,5.442549348,0.5,1.44,104.0836335,1.280253484,22.36,6.4619,96.39585,26.88125,34,-3.128296,4.60299015,5.703037,41.00117,70.857,1.500844,78.96061647,0.25341,39.07523,9.1633466,12.04056234,21.39089647,9.10258,14.22691575,22,100
Malawi,0.445415565,46.18,144.815,2,-0.808499773,0.078048881,-18.60882957,78.81,166.1245533,31.21898931,7.63,23.6,9.8,10.75378,110.5163,8.9,3.196371,33.6338566,72.8012596,7.85,0.611113155,11.56548845,22.09725416,12.35344315,754.9819753,19.7381549,747.3318516,564.7351583,1.8,44.2,770,-20.12432,5.83,41.2,62.8,23.9,510,4.29,30.5,12.52103901,0,0.19,54758.12663,19.39214872,16.29,45.09851667,141.34087,40.26663,76,-1.906997,5.35337019,8.335025,69.14697,0.325,0.667455,55.83709561,0.396520001,36.59978,16.6666667,1.262503616,26.11040239,0.81415,30.28677043,9,67.9
Ethiopia,0.441815954,33.6,78.37,7,1.205304708,0.084380362,-20.95695012,561.54,176.773131,36.8625261,6.25,9,26.6,8.5,41.54978,6.7,2.005168,12.0144,5.724114818,6.426666667,0.558285315,13.39537801,8.2926239,125.6934169,1335.732275,35.7969444,1427.671464,0.940567951,12,44.4,681,-7.626553333,2.9,55.9,64.1,16.5,420,2.412325859,31.59,14.03059141,-0.1,0.25,25870.63733,72.31884019,12.51169,2.69248,86.96665,63.39572,136,-16.34995037,4.737909794,5.062669,53.74934,74.481,1.441585,94.27588225,0.24566,28.91048,25.5131965,0.763268044,16.02720139,2.78515,9.209358617,18,64.4
Gambia,0.440649497,47.28,115.826,53,2.695134526,0.2430624,9.411764701,48.38,115.4818101,50.10408122,7.25,2.7,34.5,8.76932,87.80149,2.6,2.798017,47.78656127,63.67490929,6.426666667,0.622404111,2.955598997,7.47477875,2.973886987,1608.127999,20.7490995,1507.327346,24.06787381,10.2,49.4,171,-7.626553333,15.56,52.7,60.2,7.6,430,2.82,119.63,6.787356853,-1.5,1.07,29354.92382,17.94506408,24.29,32.05855,86.57316,27.03985,56,-5.1139737,4.082859993,5.951738,36.13171,3.448,15.4523,53.54469329,0.13309,57.48794,9.4339623,8.809837316,18.04463555,6.919003333,15.12563711,51,73.8
Democratic Republic of the Congo,0.433135354,44.43,135.3,28,-2.951561275,0.053572611,-4.272057774,242.08,128.5934872,7.272681654,5.99,6.866666667,16.4,9.75,74.66286,4.8,5.19284,67.71451887,4.205263792,0.05,0.672979582,14.21454389,12.39206836,52.88071225,783.2592536,20.5508833,680.4713129,35.94747728,28.3,86.1,191,-0.13229,3,64.1,58.7,15.8,730,6.01,53.49,31.02670133,-0.2,1.07,471.142754,0.06511597,22.4,4.32854,110.89887,29.27455,33,-5.18013,1.60244,3.507367,34.74758,493.286,0.101286,95.83932171,0.13019,43.33979,8.1666667,0.661975499,11.87871353,8.23363,8.351894129,54,118.5
Liberia,0.429695109,38.16,117.425,4,-4.858369221,0.218418427,-13.39013999,158.34,124.6808214,38.69281856,5.99,6.866666667,9.8,9.5,121.8799,2,35.8935,44.32101329,48.98869118,5.75,0.651150297,6.158674349,15.46745899,3.649239426,849.8309242,25.3959723,804.9491373,99.50739435,3.2,53.6,0,-7.626553333,5.41,38.6,60.9,6.8,640,4.09,73.35,36.35250813,-0.9,0.14,14149.95148,20.98760468,26.68,43.45915667,95.64868,32.2345,46,-19.34169367,2.820689917,10.02607,26.49841,16.772,19.6525,76.34658608,0.53832,37.87399,10.6796117,5.251046965,27.7274266,11.63836,20.8853595,46,71.1
Guinea-Bissau,0.41960507,35.52,99.317,24,1.278787486,0.151265093,-9.65703971,75.71,108.0385583,18.59843721,5.99,6.866666667,60.6,9.0491,90.72695667,2.4,1.509387,71.19487909,48.98869118,5.75,0.449626509,8.754324387,18.65204415,2.321010944,1361.89182,25.86683753,1362.353835,47.61663202,8.4,77.9,30,-7.005166667,3.32,38.16666667,55.2,7.2,560,2.832866333,63.48,15.0489378,-1.2,0.7,8168.284034,1.018281226,15.05679333,6.55222,116.2216,36.04113667,68.66666667,-1.145646,4.970450083,5.496816,51.92515,1.249,4.759327,86.21159243,0.458766667,34.45722,13.7254902,1.057588213,23.75561711,2.62239,14.7978051,29,123.9
Mali,0.419288836,33.02,175.579,81,2.944053946,0.086735785,-12.36498007,353.01,107.7863578,20.85171411,7.67,9.4,25.6,8.42596,69.00587,2.7,3.74941,10.10662274,72.8012596,4.32,0.67673589,-4.206287145,11.33455169,24.31688255,1589.167348,16.2855902,1582.992166,71.99156238,7.5,77.6,142,-5.33809,7,46.76666667,58,7.2,550,2.04498744,149.02,8.113142014,-4,0.83,38350.85299,59.51022588,10.93437,4.0878,83.54805,38.40749,36,-5.697008,4.808650017,7.140213,41.29582,147.685,7.364213,88.28914849,0.66142,44.9463,9.5238095,1.277986361,21.90263347,7.47441,15.76777907,9,122.7
Mozambique,0.416427561,45.66,137.755,48,-2.738430449,0.13351434,-11.01664438,172.6,117.3995242,29.25513618,8.61,6.7,20.2,9.28123,70.52596,21.1,42.84896,49.08466645,9.511787243,5.75,0.590679891,16.54123631,20.41077399,27.63241864,1069.624677,17.4237744,1123.435974,331.0383438,12.4,61.5,1886,-1.08844,5.94,31.5,55.1,34.2,480,3.245,69.67,4.0083443,-0.2,0.4,18423.93396,1.85083861,3.63,35.96706667,105.23129,68.40503,65,-44.25891,5.006840229,6.78957,54.51697,0.057,1.388673,93.34080501,0.4626,26.0463,39.6,0.846996596,29.546561,5.19236,20.79049493,53,87.2
Sierra Leone,0.412779427,35.35,100.685,78,-2.582641409,0.153169615,-13.8293778,272.79,144.609751,14.51937874,6.83,3.3,14.2,8.5733775,107.5323,4.5,3.483561,37.22360765,56.87910385,0.13,0.650117271,6.464510333,10.35603422,9.105511055,1494.648548,16.5622641,1780.360219,39.67738367,1.9,107.2,81,-3.96569,2.1,44.4,50.9,11,1100,3.06,76.66,7.969043657,-0.7,0.22,1028.306992,2.207067377,15.65,10.14932,134.07076,52.24828,52,-5.37429,2.883009911,11.84411,34.83163,5.309,1.634765,80.46735958,0.25341,44.65856,12.3966942,1.581858398,31.04615236,7.602776667,11.69649823,143,160.6
Guinea,0.411281627,33.68,130.994,58,0.686102601,0.232605745,-10.90308371,118.91,156.4485904,32.21528936,9.9,7.3,26.2,8.70075,83.06406,2.4,2.20259,26.33892235,56.87910385,15.68333333,0.491649247,5.849509648,9.67617543,14.24560036,1212.888133,14.9679428,1095.756085,37.17191948,8.9,64.9,56,-5.09029,1.72,44.4,58.8,7.1,650,2.417763,72.1,21.58604908,-0.2,1,1472.807208,0.847330433,34.52199333,15.57103,90.83218,41.41929,25,-10.62574,2.471390009,4.694245,43.55555,15.182,1.513802,80.46735958,0.25341,38.13476,21.9298246,3.222289569,14.82255819,9.93176,11.14003429,23,100.7
Burkina Faso,0.402287573,39.78,115.408,77,5.155913182,0.120817204,-19.24930628,183.21,107.2568579,25.41592759,8.37,11.8,13.1,7.77041,57.12318,2.8,2.905095,20.20833333,72.8012596,6.06,0.631257949,8.40818118,18.19258307,26.79075397,1581.990473,17.6183677,1590.697013,412.1000417,8,64.1,218,-2.01411,9.4,15.4,58.7,7.3,400,1.373855,71.74,13.90179539,-1.5,0.47,48243.32493,73.15428759,2.03597,4.09347,86.86219,30.92551,28,1.84675,3.427010059,6.407305,46.09623,1.6,1.338253,61.95584257,0.20056,28.37778,13.3333333,4.115675384,20.06002946,4.78054,16.26673391,8.5,97.6
Burundi,0.399928329,33.27,30.256,75,0.630171896,0.021908917,-41.7301038,195.33,140.0186251,23.93610131,7.04,8.3,6.5,10.10505,41.64117,12.5,0.2536301,6.557632399,63.67490929,6.426666667,0.491558581,2,22.09033698,7.591006442,746.9601514,28.7450899,758.1799101,564.0377863,8,54.8,142,-3.49767,1.38,50.13333333,56.7,34.1,740,2.686,30.46,26.88736355,-0.4,0.28,27355.83813,18.5357217,6.73,8.75297,134.06787,52.5044,72,-16.34995037,5.820909977,8.017716,44.83364,71.938,1.791834,53.54469329,0.12126,33.10231,34.9315068,2.504070836,19.85536004,3.16599,11.00697437,18,82.9
Chad,0.391905717,43.3,152.015,16,0.861267595,0.044623125,-13.29824561,98.14,109.9543314,6.970455194,8.03,11.7,6.4,7.39976,69.61847,2.3,3.984281,9.02684244,72.8012596,1.93,0.706454929,10.2828775,7.59360578,25.92757104,2021.593471,27.3904069,2085.338961,105.7855888,7.3,88.5,100,-11.943,2.5,46.76666667,51.6,7.4,980,1.928899,39.75,10.98845462,-1.9,0.37,43132.46048,45.38459543,5.51025,0.81865,103.2118,49.01242,41,-4.682541167,2.2579,3.556836,62.42763,14.56,11.99069567,88.28914849,0.612716668,22.7941,14.893617,3.423822606,27.61832487,2.25039,15.97889667,18,147.5
Eritrea,0.390899023,36.75,65.28,99.33333333,2.709606612,0.087767907,-6.033312766,151.49,113.6526673,104.0087571,4.113333333,5.433333333,36.1,4.1,37.52991,8.7,1.273454,15.08118812,21.72873008,6.426666667,0.407348213,-9.458392001,21.07730835,7.32947357,1157.321543,9.9984538,1130.174331,0,7.1,36.1,107,-7.626553333,0.99,52.7,63.7,25.8,380,3.859551,6.39,17.27991819,1.8,0.5,29975.36166,58.8287,60.67033,55.47569667,96.30802,30.98078,120,-5.1139737,2.127000093,3.035674,40.9313,285.971,3.887969667,78.27153135,0.226783333,42.52202667,22,0.249449917,17.40296491,2.04323,13.26578063,4.6,49.9
Central African Republic,0.350131068,56.3,98.334,61,-1.829932298,0.064475205,-2.835840191,54.91,108.7570881,36.65343785,5.99,6.866666667,10.8,7.24332,33.43098,5.3,0.0520097,36.18896273,56.87910385,0.05,0.654875679,1.044089329,7.66439107,2.697723042,584.375944,14.7599427,580.731815,1044.497879,11.8,96.1,71,6.19709,4.03,44.4,50.7,14.1,880,4.224099,31.36,0.224130809,0.4,0.48,2514.574809,2.207067377,18.06,5.68185,95.20193,53.44371,19,-4.698771833,1.228620052,3.917532,80.11576,377.13,3.652490633,80.46735958,0.25341,17.79189,12.5,2.907817903,6.902222819,2.84086,9.455152885,50,139.2
Niger,0.348254389,31.16,204.789,64,1.835630725,0.086170201,-39.37275066,161.65,105.7861428,11.84073172,7.24,9.4,14.4,5.42265,64.7355,1.9,8.524492,0.93092287,61.06031397,2.89,0.713228301,7.89278133,14.62888581,15.81294162,886.8096113,34.4434483,908.3426097,517.4936143,4.7,59.9,123,-5.08638,1.95,31.23333333,61.4,5.3,630,1.45,44.44,16.0695847,-0.3,0.19,97330.04639,25.04842445,5.15,6.26576,71.13371,30.67039,42,-12.99452,4.435669899,6.549742,38.75524,0.706,2.296706,26.75522448,0.088956667,15.92476,13.2743363,0.741921355,11.55800689,1.75417,11.33782192,16,104.2
